"yRuTyoUNEeeb1mfqGmtKKw","acct:jonklancher@hypothes.is","2017-12-30T17:59:33.234485+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's intensely morbid association of Elizabeth with his dead mother, prefigured by his mother's death from scarlet fever in Chapter 1 of Book 1, associates his act of creating the Creature (whom he has just witnessed for the first time) with this disturbing disruption of the ""domestic affections."" ","family;domestic affections;incest;mother;daughter;sister","/p[134]","/p[134]",1249,1365
"yO3wGl3iEeiYwa8DszN1Gg","acct:averywiscomb@hypothes.is","2018-11-19T05:52:22.080215+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Amadis was the son of King Perion of Gaul. His story appears in five operas, most famously in Handel (1715) and Johann Christian Bach (1779).","opera","/p[82]","/p[82]",698,704
"xyqiPO17EeekxQN7f89rUQ","acct:jonklancher@hypothes.is","2017-12-30T16:09:13.599475+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Despite the comparison of these  Shakespeare plays to Greek tragic poetry, *The Tempest* and ""A Midsummer Night's Dream"" are romances, not tragedies. While Victor's fate and the Creature's condition can be called tragic, the genre of romance plays a powerful leading role in the novel.","Shakespeare;romance (genre);The Tempest","/p[2]/i[3]","/p[2]",374,28
"xs3jGuwUEeiDeWv5evP5sg","acct:averywiscomb@hypothes.is","2018-11-19T16:05:24.907762+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The first sighting of the Creature in the Arctic, which shortly precedes the appearance of Victor. His ""gigantic stature"" will later be revealed as a height of about eight feet tall. This seemingly minor dimension of the Creature's power can be appreciated when we think about how few giants or outsized human figures appear in modern realism since the mid-18th century. ","","/p[39]","/p[39]",548,620
"xplcIF3vEeiF_HN-EU7xAg","acct:averywiscomb@hypothes.is","2018-11-19T05:59:12.895192+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The philosopher's stone, or stone of the philosophers (Latin: lapis philosophorum) is a legendary alchemical substance capable of turning base metals such as mercury into gold (chrysopoeia, from the Greek χρυσός khrusos, ""gold"", and ποιεῖν poiēin, ""to make"") or silver. ","alchemy;magic;science;Ancient Greek","/p[89]","/p[89]",374,402
"xdr7LoUNEeelv29mnpZIDg","acct:jonklancher@hypothes.is","2017-12-30T17:56:15.724669+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","In this passage from Part VI of ""The Rime of the Ancient Mariner,"" the Mariner faces the apparition of the dead sailors -- as if in a ""charnel-dungeon""--standing to rebuke him for their deaths. ","Samuel;poetry;monster;paranoia","/div[3]/span[6]","/div[3]/span[5]",0,27
"xTv-1k9xEem4v6v3LAmG7g","acct:jquirk@hypothes.is","2019-03-26T02:49:26.997549+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Como is a lake in the north of Italy's Lombardy region. ","Variorum","/p[100]","/p[100]",282,312
"xHdqfoUSEeeI2ZOtBM2eyw","acct:jonklancher@hypothes.is","2018-11-18T14:22:44.052682+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The eighteenth century British discourse of ""sympathy"" is especially vivid in the Creature's instinctive opening onto the emotions of others, echoing. as James Chandler shows, Adam Smith's arguments in *The Theory of Moral Sentiments* (1759). ADD CITE","sympathy;family","/p[326]","/p[326]",118,216
"xD3O4IUNEeeFNoMzkPRAhg","acct:jonklancher@hypothes.is","2017-08-19T18:39:43.119719+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Both Cerval's mastery of foreign languages and his commercial activity in the ""orient"" (or Middle East) become a foil for the ""natural philosophy"" associated with Germany and northern Europe in the novel. ","orientalism","/p[176]","/p[176]",698,710
"x5NaOIUNEeehTRfhLHMAZg","acct:jonklancher@hypothes.is","2018-08-10T18:28:21.942029+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Far more than printed books, attendance at lectures on natural philosophy instructed thousands of eighteenth-century students of the sciences. Mary Shelley indirectly refers the reader to the vastly popular London lectures on the sciences to which audiences had been flocking since Humphry Davy's inaugural lectures in 1802. Anne Mellor has persuasively argued that Davy was a partial model for the character of Victor in this novel. But English scientific lectures were also widely printed through the eighteenth century before Davy's time. ","lectures;natural philosophy;Humphry Davy","/p[96]","/p[96]",48,101
"x0eE6pwFEeiyHRNo-UY1bQ","acct:averywiscomb@hypothes.is","2018-11-19T06:11:17.257098+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","From 1492 to 1504, Christopher Columbus made four voyages to the Americas. ","expedition;Christopher Columbus;Americas","/p[129]","/p[129]",1049,1098
"wcSILl1nEeinQefxhs2tuw","acct:jquirk@hypothes.is","2018-05-22T02:30:21.143840+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Compare John 8:12: ""Then spake Jesus again unto them, saying, I am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life."" *King James Version*

The concept of ""eternal light"" also ties in with the myth of Prometheus and is a reference to the principles of the Age of Enlightenment as the simultaneous literal and figurative 'enlightening' brought by education, adventure, and discovery.
","Gospel of John","/p[8]","/p[8]",1339,1352
"wCAMpE9wEemKL9dqmjOo6g","acct:jquirk@hypothes.is","2019-03-26T02:42:08.833108+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","A reference to the legendary Knights of the Roundtable at the Court of King Arthur of Camelot. King Arthur and his Knights are the subject of the canonical medieval text *Le Morte d'Arthur* by Sir Thomas Mallory, published in 1485 by William Caxton. ","Variorum","/p[105]","/p[105]",1233,1259
"w1XKZodtEee0OTM4MTfiQQ","acct:jonklancher@hypothes.is","2017-08-22T19:11:55.557213+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Given how often Wordsworth and Coleridge are quoted in the novel, it seems inevitable that Victor would tour the Lake Country in northern England, the scene of ""Tintern Abbey"" and many of the *Lyrical Ballads*, ","","/p[511]","/p[511]",63,99
"vqZoqEkoEemHoX-CdU_sPA","acct:jquirk@hypothes.is","2019-03-18T02:51:35.473864+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this addition to the 1831 edition, Walton’s earlier largely admiring portrait of the shipmaster was qualified by remembering that he did not have a wide moral frame of reference, having lived his life only on a ship, so his qualities fell somewhat short of being “noble.” But 1831 darkens the portrait by making him ignorant and careless while orientalizing him (“silent as a Turk”). This is one of many passages in 1831 that replace a liberal generosity toward her several of her characters with a more harshly conservative, intolerant stance. ","Variorum","/p[41]","/p[41]",2383,2648
"vmic-t7SEeibMGe5AO5BrQ","acct:jquirk@hypothes.is","2018-11-02T19:08:55.355425+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Coupar is a town roughly 13 miles to the north of Perth.","","/p[516]","/p[516]",45,51
"upCXHuu1EeisCfNg70hrcg","acct:averywiscomb@hypothes.is","2018-11-19T06:27:01.617053+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The passage echoes Jean-Jacques Rousseau, who believed that ""human society"" corrupts naturally good humans. Like Rousseau's character Emile, the Creature is only slowly introduced to society, beginning good but becoming increasingly menacing.","Jean-Jaques Rousseau;Emile;society","/p[352]","/p[352]",161,225
"uldABj_tEeeIZft8tFD5gA","acct:jonklancher@hypothes.is","2017-12-30T17:51:04.516624+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A reference to Samuel Taylor Coleridge's poem ""Rime of the Ancient Mariner,"" in which the Mariner inexplicably slays an albatross. This allusion may imply that Walton will play the role of Coleridge's Wedding Guest instead: he will listen to Victor's long, obsessive story. Since the poem was not published until September, 1798, this reference also places the ""17--"" of the action as the summer of 1799. On the poem's role in the novel, see Beth Lau, ""The Rime of the Ancient Mariner and Frankenstein,"" in Nicholas Roe, ed., *Samuel Taylor Coleridge and the Sciences of Life* (Oxford University Press, 2001): 207-23. ","Samuel Taylor Coleridge;poetry;""Rime of the Ancient Mariner"";Lyrical Ballads;Romanticism;murder;guilt","/p[24]","/p[24]",352,387
"uh2BkpwQEeiyIuOF37Nb1g","acct:averywiscomb@hypothes.is","2018-11-19T06:16:45.769152+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Catholic Church and its influence persisted as a popular theme in Shelley's day, and clergy were often depicted as wicked. Matthew Lewis's *The Monk* (1796) features evil clergy, and Lewis visited the Shelleys in the summer of 1816.","The Monk;Catholic;religion;clergy","/p[255]","/p[255]",241,390
"uVHJQk9yEemxy2NPDMGddQ","acct:jquirk@hypothes.is","2019-03-26T02:56:16.521071+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","From the Italian, ""slaves forever agitating"". Shelley's reference to Austro-Hungarian annexation of Lombardy is anachronistic, since the ""enslavement"" of the Italian province did not occur until the Congress of Vienna (1814-1815).","Variorum","/p[101]/i[1]","/p[101]/i[1]",0,34
"uSY9MunhEeip5NPTLW8_Pg","acct:jquirk@hypothes.is","2018-11-16T20:53:51.720336+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Shelley is commonly thought to have drawn this scene from Henry Fuseli's painting *The Nightmare*.","","/p[662]","/p[662]",139,312
"uH5kON7REeie3Ztw3xCLDQ","acct:jquirk@hypothes.is","2018-11-02T19:01:35.936350+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Another of the counties comprising the Lake District.","","/p[512]","/p[512]",87,100
"tbipYOngEeinwzsDhr6k_Q","acct:jquirk@hypothes.is","2018-11-16T20:46:36.495210+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Notes that Kirwin is a Magistrate below. For further information on the significance of law in the novel, see Grossman, Jonathan H. ""Mary Shelley's Legal Frankenstein"" in The Art of Alibi: English Law Courts and the Novel. JHU Press, 2002, pp. 62-82.
","",,,,
"tL1wFOn4EeiEzlsyQTzsTA","acct:averywiscomb@hypothes.is","2018-11-19T06:32:49.027429+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","About 600 miles of river separate Strasburgh and Rotterdam. It would have taken the party about a week to traverse this distance on the Rhine by boat or barge in the nineteenth century.","geography;Rhine","/p[494]","/p[494]",0,85
"tHWBJOn8Eeirjc98wSJ4tA","acct:averywiscomb@hypothes.is","2018-11-19T06:35:44.444152+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A Spanish fleet of about 130 ships. It sailed in late May 1588, under the command of the Duke of Medina, with the mission of escorting an army from Flanders to invade England. The aim was to overthrow Queen Elizabeth I and Protestantism in England.","Spanish Armada;England","/p[500]","/p[500]",512,526
"t-MpOj_xEeer_UvcATsMAg","acct:jonklancher@hypothes.is","2017-12-15T21:38:06.787743+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Paracelsus was a medieval German theologian and scientist (1200-1280) DETAILS; Albertus Magnus was XXX details.","Paracelsus;religion;science;Albertus Magnus;alchemy","/p[88]","/p[88]",119,149
"syUBmk9vEem0XB8eWJt6jA","acct:averywiscomb@hypothes.is","2019-03-26T17:57:51.296004+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In the 1818 edition, Elizabeth is Victor's first cousin, the daughter of his father's sister. Elizabeth, now orphaned, becomes ""a gift"" to Victor from his parents, taken from poverty. In the 1818 edition, she will kill both her biological mother and stepmother, Caroline; in the 1831 edition she has two stepmothers, the first abandons her and the second she kills.","1818;Variorum;Elizabeth","/p[102]","/p[102]",710,727
"sqOF6OuwEeis6aPzKgZwvw","acct:averywiscomb@hypothes.is","2018-11-19T06:19:04.924276+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Shelley highlights an ongoing problem with truth and the legal system, as alive then as now, that the accused can be convicted based on partial circumstantial evidence that turns out to be only partially or not true. A similar trouble occurs in the truthes of science, which can be overturned.","science;law;natural philosophy","/p[275]","/p[275]",1151,1171
"sjx6CF1qEeifCFtcpxfj7A","acct:jquirk@hypothes.is","2018-05-22T02:49:07.246969+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Research other German physicians.","","/p[1]","/p[1]",102,134
"sjGcxOnrEeiscUfDvChUpQ","acct:averywiscomb@hypothes.is","2018-11-19T06:26:47.736032+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The name Safie appears drawn from the Greek ""sophia"" (meaning wise), or the Arabic ""safa"" (meaning pure), or both.","Arabic;Safie","/p[343]","/p[343]",161,172
"si7BeJwOEeinC-cUgiGAxQ","acct:averywiscomb@hypothes.is","2018-11-19T06:16:16.944561+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","That the ballots were ""all black"" means that no one on the jury or panel of judges voted to acquit Justine.","law","/p[245]","/p[245]",242,300
"sXMN7IbAEeikTmvOdVuN1A","acct:jquirk@hypothes.is","2018-08-10T18:55:12.006896+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Eighteenth Century natural philosopher and theologian Joseph Priestley (1733–1804). In his work, *Observations on different kinds of Air* (1772), Priestley is concerned with the material properties of air and its effects on the putrefying body. ","Modern Science;Science;chemistry","/p[113]","/p[113]",623,660
"sGna1EkqEemXB_uoTqlG8A","acct:jquirk@hypothes.is","2019-03-26T02:00:10.768529+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","The change from Victor’s countenance of seeming “very eager” (1818) to “a new spirit of life animated the decaying frame” (1831) prefigures the same ‘animation’ of the Creature later in Volume 1.","Variorum;1818","/p[75]","/p[75]",0,215
"s7Rtopv8EeiSiqMDKBk32w","acct:averywiscomb@hypothes.is","2018-11-19T06:07:32.772206+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor implies that life can renew from death, a theme present in biblical scripture (Genesis 3:19, 18:27; Job 30:19; Ecclesiastes 3:20) as well as the Anglican Christian Book of Common Prayer (Burial Rite 1:485, 2:501)","The Bible;Victor;Book of Common Prayer;Genesis","/p[125]","/p[125]",717,727
"s3-EqIdhEee2FVPeSGAZHg","acct:jonklancher@hypothes.is","2017-08-22T17:45:35.049584+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor quotes Leigh Hunt's poem ""The Story of Rimini,"" published in 1816--a poem Victor could not, of course, have known in the novel's fictional time frame that ends in summer 1799. Like the passage from Percy Shelley's ""Mutability,"" this line from Hunt's poem belongs to the novel's extra-diagetic address to readers of 1818 rather than to canons of novelistic realism. Clerval is once again made an avatar of the Romantic poet that by 1818 had become solidly esconced in the British cultural imaginary.



","Leigh Hunt;poetry;Romanticism","/p[495]","/p[495]",182,218
"s-ErSpzIEeimz0MuXKoIuw","acct:averywiscomb@hypothes.is","2018-11-19T05:53:07.944964+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Mary may be borrowing from her father's work. Compare with William Godwin's *Political Justice*: ""Refer them to reading, to conversation ... but teach them neither creeds nor catechisms , either moral or political ... Speak the language of truth and reason to your child, and be under no apprehension for the result. Show him that what you recommend is valuable and desirable, and fear not but he will desire it. Convince his understanding, and you enlist all his powers animal and intellectual in your service.""","William Godwin;politics;law;education","/p[83]","/p[83]",0,297
"rz5czuorEeiXdveWkoSnnQ","acct:averywiscomb@hypothes.is","2018-11-19T06:39:12.757898+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","""Guided by a slight clue,"" Victor tracks the monster from Geneva along the windings of the Rhone southward to the Mediterranean. He spots the monster hiding on a ship and follows him to the Black Sea, through the wilds of Tartary and Russia. Ultimately, he travels northward, into the ice.","expedition;Black Sea;Tartary;Russia;Geneva;ice","/p[687]","/p[687]",0,27
"rrdW9IdlEee2G88tvcWuMw","acct:jonklancher@hypothes.is","2017-08-22T18:34:32.890613+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's admiration for John Hampden (1595-1643)--a leading English dissident opposing Charles I in the early years of the English Revolution--sits uneasily with his earlier nostalgia for the days of Charles I. Where the Creature had shown a consistent and clear sympathy with the radical Enlightenment, Victor seems as confused about the reactionary and progressive elements of the English past as he had about the modern and premodern versions of ""natural philosophy"" in the history of science. See also Iain Crawford, ""Wading Through Slaughter: John Hampden, Thomas Gray, and Mary Shelley's *Frankenstein*,"" *Studies in the Novel,* 20.3 (1988): 249-61.","","/p[509]","/p[509]",350,382
"rWYY-F3tEeies59n3HDvzg","acct:jonklancher@hypothes.is","2018-05-22T18:26:43.220048+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Not sure we should speculate this much.","",,,,
"rJtczNioEeiuORf5vZzXIw","acct:jquirk@hypothes.is","2018-10-25T22:52:39.621911+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Modern day Istanbul. ","","/p[361]","/p[361]",334,349
"rBi1NunfEeihz08tAvSsAg","acct:averywiscomb@hypothes.is","2018-11-19T06:19:56.606886+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The sublime is a notion in aesthetic and literary theory of striking grandeur of thought and emotion. The most important English work on the sublime are Edmund Burke's *Philosophical Inquiry into the Origin of Our Ideas of the Sublime and Beautiful* and Immanuel Kant's *Critique of Judgement*, which influenced nineteenth-century English thought.","Immanuel Kant;Edmund Burke;sublime;imagination;aesthetics","/p[277]","/p[277]",892,914
"r2EejNipEei3XjOSoiXPLA","acct:jquirk@hypothes.is","2018-10-25T22:59:53.735890+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A city in France's east-central part at the confluence of the rivers Rhône and Saône.","","/p[368]","/p[368]",49,54
"qvWxzpp9Eei_AaeNQ8I4sA","acct:averywiscomb@hypothes.is","2018-11-19T06:02:33.596969+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","In ""Sinbad's Fourth Voyage,"" from *One Thousand and One Nights*, Sinbad is buried alive with his wife's corpse, following local custom. He sees a light, follows it to a small passage, then escapes. It has been suggested that Victor's allusion refers to his pending marriage with Elizabeth.","Sinbad;Elizabeth;Victor;One Thousand and One Nights","/p[122]","/p[122]",885,950
"qZwddodlEee3G5PhKwJ6vQ","acct:jonklancher@hypothes.is","2017-08-23T19:40:26.595008+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","No university in Europe could have been more the opposite of the University of Ingolstadt (where Victor learned his science) than Oxford University, seat of theological learning and a holdout against any form of Enlightenment sciences. Victor also initially nostalgic for the days of Charles I when the absolute monarch was beleaguered in the early years of the English Revolution (1642-1659). He later praises the republican opponent of Charles I, John Hampden. What version of England's poltical past she means to commemorate in this chapter remains an interesting question.
","","/p[507]","/p[507]",12,34
"qZN6runtEeigNGepDrKrmg","acct:averywiscomb@hypothes.is","2018-11-19T06:28:41.118904+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Lycurgus (c. 820 BC) was the legendary reformer of Sparta. He established the military-oriented reformation of Spartan society, and promoted the three Spartan virtues: equality (among citizens, at least), austerity, and military fitness.","Lycurgus;Spara;politics;Ancient Greece;law","/p[384]","/p[384]",1351,1359
"qNRUBus-Eeih9CPCn-7vqw","acct:jonklancher@hypothes.is","2018-11-18T14:31:38.748558+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","I don't really think this is a contemporary scientific reference, maybe cut.","",,,,
"qEMqrJwCEeiTAwN2Uo9d4A","acct:averywiscomb@hypothes.is","2018-11-19T06:03:00.226870+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Does Shelley intend for the reader to agree with Victor's assessment of his own shortcomings on his deathbed here or not? Should the reader judge Victor harshly because he quested for new knowledge, or should he be judged because he failed to take responsibility for his actions, or both?","ethics;Victor","/p[123]","/p[123]",441,557
"q4W1yONvEee6ZzeSQYC7xw","acct:jonklancher@hypothes.is","2017-12-17T21:17:21.614744+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The special role of chemistry in Victor's apprenticeship to medicine links premodern sciences like alchemy to modern empirical science. Humphry Davy was the contemporary chemist who argued the chemistry was the key to all other sciences and useful arts of the time. ","chemistry;Humphry Davy;alchemy","/p[118]","/p[118]",6,149
"q3bNXoUbEeeN0H-60BGKZA","acct:jonklancher@hypothes.is","2017-08-19T20:19:14.498643+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","This is a reflexive moment in the novel when the Creature seems to have read something very much like the story Victor has told to Robert Walton in Volume 1--an account of what made him fabricate the Creature and its horrifying aftermath. ","novel","/p[385]","/p[385]",402,468
"pemU4OowEeiyZnvD0CTvRw","acct:averywiscomb@hypothes.is","2018-11-19T06:41:19.083217+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","It is now seven days since Walton's first letter to his sister (Vol. 1, Letter IV), although whether the year ought to be considered 1797 or 1799 is an ongoing debate. The date given in the Draft is August 13, before the date of Walton's last letter, so was revised here.","Walton;time","/p[711]","/p[711]",0,17
"paPrDNirEeiMn1dSs764_Q","acct:jquirk@hypothes.is","2018-10-25T23:13:56.411483+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Spring of 1995.","","/p[434]","/p[434]",306,331
"pHPboJv-EeiBcnf4aBjd9w","acct:averywiscomb@hypothes.is","2018-11-19T06:09:17.373439+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor expresses pangs of guilt, which are overridden by his eagerness to complete his task.","guilt;psychology;Victor","/p[126]","/p[126]",1748,1829
"pFkb0pzOEeiUQ-shf-Ph8A","acct:jquirk@hypothes.is","2018-08-10T18:53:16.827536+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Revise wording.","",,,,
"pFH6IokVEeiMY5M1BL8PSg","acct:jquirk@hypothes.is","2018-07-16T16:33:58.966295+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor refers to Italian Dante Alighieri's (1265-1321) *Divine Comedy* in which the poet journeys through the nine circles of Hell.","Literature;Dante;Poetry;Inferno;Divine Comedy;Religion","/p[135]","/p[135]",325,331
"p-rfxk9uEemhHpebuXdeCg","acct:jquirk@hypothes.is","2019-03-26T02:27:09.312201+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this 1831 edition, Shelley includes this passage of the sublime: the connection between the awesome power of nature and the veracity of Victor's story to come. ","Variorum","/p[89]","/p[89]",973,1283
"otdlAunqEeiZzpuIgePvmg","acct:averywiscomb@hypothes.is","2018-11-19T06:25:16.819262+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The eighteenth-century Scottish and British discourse of ""sympathy"" is especially vivid in the Creature's instinctive opening onto the emotions of others, echoing, as James Chandler shows, Adam Smith's arguments in *The Theory of Moral Sentiments* (1759).","sympathy;emotion;Adam Smith","/p[327]","/p[327]",115,213
"omkAlF3vEeihilfwAOLw2A","acct:averywiscomb@hypothes.is","2018-11-19T05:58:47.523516+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The implication would seem to be that formal education is better than being self-educated, and that someone trying to learn on their own might have difficultly separating fiction from fact.
","education;fiction;fact;science","/p[89]","/p[89]",116,307
