id,user,updated,source,text,tags,html_start_node,html_end_node,start_offset,end_offset,reply_to
"7WNRBF33Eemv1P8521Yhww","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:03.221922+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Mr. Kirwin is the magistrate who will accuse Victor of murder.","","/p[558]","/p[558]",1,20,
"7h4shl33Eem4zGOOHWdMbw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:04.423056+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Scenic bridge over the Arve river, featuring stunning view of Mont Blanc to the north.","Arve;Mont Blanc","/p[280]","/p[280]",10,33,
"7to2Vl33Eem2PJccOo3dlw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:05.658427+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","For discussion. Query whether comment should be included to compare Walton's estimation with Victor's own estimation later in the novel.","","/p[62]","/p[62]",561,746,
"81Lt4oJJEemYIl_zprgb-w","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:59:20.032453+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","GREAT question--are they using ""cousin"" to cement their emotional bond, since they are no longer actual cousins? For discussion (JQ): Only just noticed that V and E call each other cousin throughout in the 1831, presumably disclaimed by this 'familiarly' line trying to exclude interpretations of incest. ","","/p[103]","/p[103]",586,741,
"825yQF33EemgBY8zK-ABRQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:13.278822+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor expresses pangs of guilt, which are overridden by his eagerness to complete his task.","guilt;psychology;Victor","/p[126]","/p[126]",1748,1829,
"8FR-fl33EemhKGNHdhoiYw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:08.131704+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The implication would seem to be that formal education is better than being self-educated, and that someone trying to learn on their own might have difficultly separating fiction from fact.
","education;fiction;fact;science","/p[89]","/p[89]",116,307,
"8RsKOl33EemjwUuZ-QIGHw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:09.456676+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The eighteenth-century Scottish and British discourse of ""sympathy"" is especially vivid in the Creature's instinctive opening onto the emotions of others, echoing, as James Chandler shows, Adam Smith's arguments in *The Theory of Moral Sentiments* (1759).","sympathy;emotion;Adam Smith","/p[327]","/p[327]",115,213,
"8dU4TF33EemyDwsbp0Wbkw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:10.659753+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this 1831 edition, Shelley includes this passage of the sublime: the connection between the awesome power of nature and the veracity of Victor's story to come. ","","/p[89]","/p[89]",973,1283,
"8pnciF33EemPj4t-fpyQOA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:11.904870+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor refers to Italian Dante Alighieri's (1265-1321) *Divine Comedy* in which the poet journeys through the nine circles of Hell.","Literature;Dante;Poetry;Inferno;Divine Comedy;Religion","/p[135]","/p[135]",325,331,
"927UwF33Eem_2ss5ofTctQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:20.080469+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Does Shelley intend for the reader to agree with Victor's assessment of his own shortcomings on his deathbed here or not? Should the reader judge Victor harshly because he quested for new knowledge, or should he be judged because he failed to take responsibility for his actions, or both?","ethics;Victor","/p[123]","/p[123]",441,557,
"9RVwvF33EemxSMdN6q-2TQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:16.123440+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","It is now seven days since Walton's first letter to his sister (Vol. 1, Letter IV), although whether the year ought to be considered 1797 or 1799 is an ongoing debate. The date given in the Draft is August 13, before the date of Walton's last letter, so was revised here.","Walton;time","/p[711]","/p[711]",0,17,
"9faJ0F33EemxTZ9hmufoSg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:17.455454+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","This is a reflexive moment in the novel when the Creature seems to have read something very much like the story Victor has told to Robert Walton in Volume 1--an account of what made him fabricate the Creature and its horrifying aftermath. ","novel","/p[385]","/p[385]",402,468,
"9riEml33EemyVIs3BVEKBw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:18.880471+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The special role of chemistry in Victor's apprenticeship to medicine links premodern sciences like alchemy to modern empirical science. Humphry Davy was the contemporary chemist who argued the chemistry was the key to all other sciences and useful arts of the time. ","chemistry;Humphry Davy;alchemy","/p[118]","/p[118]",6,149,
"A57xvF34Eemiov8Qq9ynxA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:40.491744+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Research other German physicians.","","/p[1]","/p[1]",102,134,
"AG4xTF34EemyEPtg4S57dg","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:25:26.313271+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","The change from Victor’s countenance as seeming “very eager” (1818) to “a new spirit of life animated the decaying frame” (1831) prefigures the same ""animation"" of the Creature later in Volume 1.","","/p[75]","/p[75]",0,215,
"AgqEnF34Eem_r7tCzuXyhg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:37.865952+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","That the ballots were ""all black"" means that no one on the jury or panel of judges voted to acquit Justine.","law","/p[245]","/p[245]",242,300,
"AtQG-l34Eem3vKdX4oCJNQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:39.176517+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The name Safie appears drawn from the Greek ""sophia"" (meaning wise), or the Arabic ""safa"" (meaning pure), or both.","Arabic;Safie","/p[343]","/p[343]",161,172,
"B3UOAl34EemZNkc1BAqSzA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:46.943292+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","About 600 miles of river separate Strasburgh and Rotterdam. It would have taken the party about a week to traverse this distance on the Rhine by boat or barge in the nineteenth century.","geography;Rhine","/p[494]","/p[494]",0,85,
"BFK17l34EemrCvsjW5pzag","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:41.701403+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Shelley highlights an ongoing problem with truth and the legal system, as alive then as now, that the accused can be convicted based on partial circumstantial evidence that turns out to be only partially or not true. A similar trouble occurs in the truthes of science, which can be overturned.","science;law;natural philosophy","/p[275]","/p[275]",1151,1171,
"BQzsKl34EemcsEuuKxu-dQ","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:56:50.329744+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In the 1818 edition, Elizabeth is Victor's first cousin, the daughter of his father's sister. Elizabeth, now orphaned, becomes ""a gift"" to Victor from his parents, taken from poverty. In the 1818 edition, she will kill both her biological mother and stepmother, Caroline; in the 1831 edition she has two stepmothers, the first abandons her and the second she kills. CLARIFY ""kills""?","Elizabeth","/p[102]","/p[102]",710,727,
